STATISTIC,Statistic Label,TLIST(W1),Week,Sex,C02076V03371,Age Group,UNIT,VALUE
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,-,All ages,Number,49036
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,205,0 - 4 years,Number,3262
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,245,5 - 9 years,Number,5121
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,265,10 - 14 years,Number,5154
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,300,15 - 19 years,Number,4051
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,365,20 - 24 years,Number,3025
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,410,25 - 29 years,Number,3582
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,440,30 - 34 years,Number,4586
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,460,35 - 39 years,Number,5336
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,475,40 - 44 years,Number,4226
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,495,45 - 49 years,Number,2958
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,515,50 - 54 years,Number,2066
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,530,55 - 59 years,Number,1543
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,550,60 - 64 years,Number,1772
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Both sexes,575,65 years and over,Number,2354
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,-,All ages,Number,17278
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,205,0 - 4 years,Number,1696
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,245,5 - 9 years,Number,2602
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,265,10 - 14 years,Number,2656
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,300,15 - 19 years,Number,1828
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,365,20 - 24 years,Number,831
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,410,25 - 29 years,Number,1076
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,440,30 - 34 years,Number,1272
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,460,35 - 39 years,Number,1390
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,475,40 - 44 years,Number,1086
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,495,45 - 49 years,Number,795
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,515,50 - 54 years,Number,515
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,530,55 - 59 years,Number,286
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,550,60 - 64 years,Number,582
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Male,575,65 years and over,Number,663
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,-,All ages,Number,31758
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,205,0 - 4 years,Number,1566
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,245,5 - 9 years,Number,2519
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,265,10 - 14 years,Number,2498
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,300,15 - 19 years,Number,2223
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,365,20 - 24 years,Number,2194
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,410,25 - 29 years,Number,2506
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,440,30 - 34 years,Number,3314
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,460,35 - 39 years,Number,3946
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,475,40 - 44 years,Number,3140
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,495,45 - 49 years,Number,2163
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,515,50 - 54 years,Number,1551
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,530,55 - 59 years,Number,1257
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,550,60 - 64 years,Number,1190
UA06C01,PPSN allocations to arrivals from Ukraine,2022W32,2022 August 14,Female,575,65 years and over,Number,1691
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,-,All ages,Number,49817
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,205,0 - 4 years,Number,3304
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,245,5 - 9 years,Number,5185
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,265,10 - 14 years,Number,5210
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,300,15 - 19 years,Number,4123
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,365,20 - 24 years,Number,3079
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,410,25 - 29 years,Number,3637
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,440,30 - 34 years,Number,4661
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,460,35 - 39 years,Number,5434
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,475,40 - 44 years,Number,4283
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,495,45 - 49 years,Number,3012
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,515,50 - 54 years,Number,2099
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,530,55 - 59 years,Number,1583
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,550,60 - 64 years,Number,1805
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Both sexes,575,65 years and over,Number,2402
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,-,All ages,Number,17627
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,205,0 - 4 years,Number,1719
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,245,5 - 9 years,Number,2641
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,265,10 - 14 years,Number,2678
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,300,15 - 19 years,Number,1873
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,365,20 - 24 years,Number,851
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,410,25 - 29 years,Number,1104
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,440,30 - 34 years,Number,1308
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,460,35 - 39 years,Number,1434
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,475,40 - 44 years,Number,1110
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,495,45 - 49 years,Number,816
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,515,50 - 54 years,Number,526
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,530,55 - 59 years,Number,296
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,550,60 - 64 years,Number,593
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Male,575,65 years and over,Number,678
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,-,All ages,Number,32190
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,205,0 - 4 years,Number,1585
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,245,5 - 9 years,Number,2544
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,265,10 - 14 years,Number,2532
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,300,15 - 19 years,Number,2250
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,365,20 - 24 years,Number,2228
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,410,25 - 29 years,Number,2533
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,440,30 - 34 years,Number,3353
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,460,35 - 39 years,Number,4000
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,475,40 - 44 years,Number,3173
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,495,45 - 49 years,Number,2196
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,515,50 - 54 years,Number,1573
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,530,55 - 59 years,Number,1287
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,550,60 - 64 years,Number,1212
UA06C01,PPSN allocations to arrivals from Ukraine,2022W33,2022 August 21,Female,575,65 years and over,Number,1724
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,-,All ages,Number,50647
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,205,0 - 4 years,Number,3351
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,245,5 - 9 years,Number,5251
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,265,10 - 14 years,Number,5280
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,300,15 - 19 years,Number,4172
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,365,20 - 24 years,Number,3139
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,410,25 - 29 years,Number,3708
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,440,30 - 34 years,Number,4756
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,460,35 - 39 years,Number,5533
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,475,40 - 44 years,Number,4346
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,495,45 - 49 years,Number,3070
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,515,50 - 54 years,Number,2130
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,530,55 - 59 years,Number,1619
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,550,60 - 64 years,Number,1840
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Both sexes,575,65 years and over,Number,2452
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,-,All ages,Number,18005
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,205,0 - 4 years,Number,1742
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,245,5 - 9 years,Number,2679
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,265,10 - 14 years,Number,2711
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,300,15 - 19 years,Number,1901
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,365,20 - 24 years,Number,882
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,410,25 - 29 years,Number,1133
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,440,30 - 34 years,Number,1363
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,460,35 - 39 years,Number,1478
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,475,40 - 44 years,Number,1138
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,495,45 - 49 years,Number,835
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,515,50 - 54 years,Number,536
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,530,55 - 59 years,Number,307
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,550,60 - 64 years,Number,606
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Male,575,65 years and over,Number,694
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,-,All ages,Number,32642
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,205,0 - 4 years,Number,1609
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,245,5 - 9 years,Number,2572
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,265,10 - 14 years,Number,2569
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,300,15 - 19 years,Number,2271
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,365,20 - 24 years,Number,2257
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,410,25 - 29 years,Number,2575
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,440,30 - 34 years,Number,3393
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,460,35 - 39 years,Number,4055
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,475,40 - 44 years,Number,3208
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,495,45 - 49 years,Number,2235
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,515,50 - 54 years,Number,1594
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,530,55 - 59 years,Number,1312
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,550,60 - 64 years,Number,1234
UA06C01,PPSN allocations to arrivals from Ukraine,2022W34,2022 August 28,Female,575,65 years and over,Number,1758
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,-,All ages,Number,51596
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,205,0 - 4 years,Number,3395
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,245,5 - 9 years,Number,5337
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,265,10 - 14 years,Number,5364
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,300,15 - 19 years,Number,4240
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,365,20 - 24 years,Number,3190
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,410,25 - 29 years,Number,3791
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,440,30 - 34 years,Number,4849
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,460,35 - 39 years,Number,5647
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,475,40 - 44 years,Number,4440
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,495,45 - 49 years,Number,3137
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,515,50 - 54 years,Number,2165
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,530,55 - 59 years,Number,1668
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,550,60 - 64 years,Number,1868
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Both sexes,575,65 years and over,Number,2505
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,-,All ages,Number,18444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,205,0 - 4 years,Number,1761
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,245,5 - 9 years,Number,2728
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,265,10 - 14 years,Number,2756
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,300,15 - 19 years,Number,1938
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,365,20 - 24 years,Number,905
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,410,25 - 29 years,Number,1172
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,440,30 - 34 years,Number,1405
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,460,35 - 39 years,Number,1533
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,475,40 - 44 years,Number,1181
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,495,45 - 49 years,Number,868
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,515,50 - 54 years,Number,546
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,530,55 - 59 years,Number,323
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,550,60 - 64 years,Number,621
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Male,575,65 years and over,Number,707
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,-,All ages,Number,33152
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,205,0 - 4 years,Number,1634
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,245,5 - 9 years,Number,2609
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,265,10 - 14 years,Number,2608
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,300,15 - 19 years,Number,2302
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,365,20 - 24 years,Number,2285
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,410,25 - 29 years,Number,2619
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,440,30 - 34 years,Number,3444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,460,35 - 39 years,Number,4114
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,475,40 - 44 years,Number,3259
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,495,45 - 49 years,Number,2269
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,515,50 - 54 years,Number,1619
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,530,55 - 59 years,Number,1345
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,550,60 - 64 years,Number,1247
UA06C01,PPSN allocations to arrivals from Ukraine,2022W35,2022 September 04,Female,575,65 years and over,Number,1798
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,-,All ages,Number,52637
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,205,0 - 4 years,Number,3453
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,245,5 - 9 years,Number,5438
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,265,10 - 14 years,Number,5443
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,300,15 - 19 years,Number,4304
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,365,20 - 24 years,Number,3254
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,410,25 - 29 years,Number,3872
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,440,30 - 34 years,Number,4959
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,460,35 - 39 years,Number,5775
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,475,40 - 44 years,Number,4514
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,495,45 - 49 years,Number,3211
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,515,50 - 54 years,Number,2219
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,530,55 - 59 years,Number,1706
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,550,60 - 64 years,Number,1927
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Both sexes,575,65 years and over,Number,2562
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,-,All ages,Number,18902
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,205,0 - 4 years,Number,1790
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,245,5 - 9 years,Number,2781
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,265,10 - 14 years,Number,2795
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,300,15 - 19 years,Number,1976
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,365,20 - 24 years,Number,933
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,410,25 - 29 years,Number,1211
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,440,30 - 34 years,Number,1451
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,460,35 - 39 years,Number,1592
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,475,40 - 44 years,Number,1206
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,495,45 - 49 years,Number,899
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,515,50 - 54 years,Number,560
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,530,55 - 59 years,Number,333
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,550,60 - 64 years,Number,642
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Male,575,65 years and over,Number,733
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,-,All ages,Number,33735
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,205,0 - 4 years,Number,1663
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,245,5 - 9 years,Number,2657
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,265,10 - 14 years,Number,2648
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,300,15 - 19 years,Number,2328
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,365,20 - 24 years,Number,2321
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,410,25 - 29 years,Number,2661
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,440,30 - 34 years,Number,3508
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,460,35 - 39 years,Number,4183
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,475,40 - 44 years,Number,3308
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,495,45 - 49 years,Number,2312
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,515,50 - 54 years,Number,1659
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,530,55 - 59 years,Number,1373
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,550,60 - 64 years,Number,1285
UA06C01,PPSN allocations to arrivals from Ukraine,2022W36,2022 September 11,Female,575,65 years and over,Number,1829
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,-,All ages,Number,53730
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,205,0 - 4 years,Number,3507
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,245,5 - 9 years,Number,5537
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,265,10 - 14 years,Number,5523
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,300,15 - 19 years,Number,4396
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,365,20 - 24 years,Number,3324
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,410,25 - 29 years,Number,3958
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,440,30 - 34 years,Number,5054
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,460,35 - 39 years,Number,5889
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,475,40 - 44 years,Number,4619
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,495,45 - 49 years,Number,3299
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,515,50 - 54 years,Number,2278
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,530,55 - 59 years,Number,1753
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,550,60 - 64 years,Number,1974
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Both sexes,575,65 years and over,Number,2619
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,-,All ages,Number,19377
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,205,0 - 4 years,Number,1824
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,245,5 - 9 years,Number,2829
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,265,10 - 14 years,Number,2843
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,300,15 - 19 years,Number,2019
UA06C01,PPSN allocations to arrivals from Ukraine,2022W37,2022 September 18,Male,365,20 - 24 years,Number,966
